listing_id,neighbourhood_cleansed,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,total_days,total_occupied_days,occupancy_rate
608484199640101037,Midtown,Entire home/apt,8,30,4.93,False,365,17,0.0465753424657534
843487553292371210,Murray Hill,Entire home/apt,4,27,4.59,True,365,230,0.6301369863013698
761060573991467805,East Elmhurst,Entire home/apt,3,3,5.0,False,365,0,0.0
776525177219948145,Far Rockaway,Private room,2,4,5.0,True,365,211,0.5780821917808219
32013622,Inwood,Private room,2,0,,False,365,365,1.0
6688119,South Slope,Entire home/apt,2,1,5.0,False,365,365,1.0
50243854,Carroll Gardens,Entire home/apt,3,24,4.88,False,365,298,0.8164383561643835
30691909,Hell's Kitchen,Entire home/apt,4,2,5.0,False,365,365,1.0
42689810,Prospect Heights,Private room,3,84,4.68,False,365,97,0.2657534246575342
9396442,Upper West Side,Private room,2,11,4.91,False,365,365,1.0
12403816,Hell's Kitchen,Entire home/apt,2,152,4.95,False,365,365,1.0
7053165,Astoria,Entire home/apt,2,0,,False,365,365,1.0
1447078356354544226,Upper West Side,Hotel room,4,0,,False,365,126,0.3452054794520547
47044684,Canarsie,Entire home/apt,6,89,4.76,True,365,242,0.6630136986301369
45138735,Hell's Kitchen,Entire home/apt,2,10,4.6,False,365,9,0.0246575342465753
654403670398653419,Gramercy,Entire home/apt,2,121,4.47,False,365,271,0.7424657534246575
1132614016108595116,Midtown,Private room,2,0,,False,365,268,0.7342465753424657
52675191,Williamsburg,Private room,2,128,4.95,True,365,39,0.1068493150684931
665821541040767116,Williamsburg,Private room,2,29,4.72,False,365,1,0.0027397260273972
19161964,Morningside Heights,Private room,1,1,2.0,False,365,365,1.0
751264243680317608,SoHo,Entire home/apt,2,0,,False,365,0,0.0
33849970,Elmhurst,Private room,1,11,4.36,False,365,365,1.0
39503790,South Slope,Entire home/apt,6,2,5.0,False,365,365,1.0
598456006209498021,Midtown,Entire home/apt,6,89,4.75,True,365,162,0.4438356164383561
47940178,Elmhurst,Private room,1,0,,False,365,365,1.0
1231278871716422945,Maspeth,Entire home/apt,2,0,,False,365,19,0.0520547945205479
3265982,Gowanus,Entire home/apt,2,31,4.61,False,365,309,0.8465753424657534
1331330864008414654,Kips Bay,Entire home/apt,7,1,5.0,False,365,0,0.0
2028432,Astoria,Private room,2,29,4.97,False,365,1,0.0027397260273972
43785672,Boerum Hill,Entire home/apt,2,2,5.0,False,365,365,1.0
1305093690842228163,Financial District,Entire home/apt,2,21,4.81,True,365,10,0.0273972602739726
20497853,Kips Bay,Private room,1,0,,False,365,365,1.0
43230953,Harlem,Entire home/apt,2,15,4.6,False,365,0,0.0
1465255048717956652,Bedford-Stuyvesant,Private room,1,0,,False,365,1,0.0027397260273972
16498294,East Village,Entire home/apt,3,17,4.71,False,365,365,1.0
1136909641159288895,Upper West Side,Entire home/apt,3,8,4.63,False,365,123,0.336986301369863
819893,Harlem,Private room,1,68,4.59,False,365,95,0.2602739726027397
1498500786539263767,Bushwick,Private room,1,0,,False,365,0,0.0
923197559312516663,Midtown,Entire home/apt,2,7,4.71,False,365,15,0.0410958904109589
689168899782649267,Harlem,Private room,2,53,4.74,False,365,4,0.010958904109589
